"","Tickers","Names"
"5375","SOTK","(SONO-TEK CORPORATION COMMON STOCK)"
"5376","SOUN","(SOUNDHOUND AI INC CLASS A COMMON STOCK)"
"5377","SOUNW","(SOUNDHOUND AI INC. WARRANT)"
"5378","SOVO","(Sovos Brands)"
"5379","SPB","(Spectrum Brands Holdings)"
"5380","SPCB","(SUPERCOM LTD. ORDINARY SHARES (ISRAEL))"
"5381","SPCE","(Virgin Galactic Holdings)"
"5382","SPE","(SPECIAL OPPORTUNITIES FUND INC COMMON STOCK)"
"5383","SPFI","(South Plains Financial)"
"5384","SPG","(Simon Property Group Inc)"
"5385","SPGI","(S&P Global)"
"5386","SPH","(Suburban Propane Partners L P)"
"5387","SPIR","(SPIRE GLOBAL INC. CLASS A COMMON STOCK)"
"5388","SPLK","(Splunk)"
"5389","SPLP","(STEEL PARTNERS HOLDINGS L.P.)"
"5390","SPNE","(Seaspine)"
"5391","SPNS","(Sapiens International)"
"5392","SPNT","(SiriusPoint Ltd.)"
"5393","SPOT","(Spotify Technology S.A.)"
"5394","SPPI","(Spectrum Pharmaceuticals)"
"5395","SPR","(Spirit AeroSystems Holdings)"
"5396","SPRB","(SPRUCE BIOSCIENCES)"
"5397","SPRC","(SCISPARC LTD. ORDINARY SHARES)"
"5398","SPRO","(Spero Therapeutics)"
"5399","SPSC","(Sps Commerce)"
"5400","SPT","(Sprout Social)"
"5401","SPTN","(Spartannash Company o)"
"5402","SPWH","(Sportsmans Warehouse)"
"5403","SPWR","(Sunpower)"
"5404","SPXC","(Spx Corp)"
"5405","SPXX","(NUVEEN S&P 500 DYNAMIC OVERWRITE FUND)"
"5406","SQ","(Square)"
"5407","SQFT","(Presidio Property Trust)"
"5408","SQFTW","(PRESIDIO PROPERTY TRUST INC. SERIES A COMMON STOCK PURCHASE WARRANTS)"
"5409","SQL","(SeqLL)"
"5410","SQLLW","(SEQLL INC. WARRANT)"
"5411","SQM","(Sociedad Quimica y Minera de Chile S.A.)"
"5412","SQNS","(SEQUANS COMMUNICATIONS S.A. AMERICAN DEPOSITARY SHARES)"
"5413","SQSP","(Squarespace)"
"5414","SQZ","(SQZ Biotechnologies Co)"
"5415","SR","(Spire)"
"5416","SRAD","(Sportradar)"
"5417","SRAX","(SRAX INC. CLASS A COMMON STOCK)"
"5418","SRC","(Spirit Realty Capital)"
"5419","SRCE","(1st Source)"
"5420","SRCL","(STERICYCLE)"
"5421","SRDX","(Surmodics)"
"5422","SRE","(Sempra Energy)"
"5423","SREV","(Servicesource)"
"5424","SRG","(Seritage Growth Properties)"
"5425","SRGA","(SURGALIGN HOLDINGS INC. COMMON STOCK)"
"5426","SRI","(Stoneridge)"
"5427","SRL","(SCULLY ROYALTY LTD.)"
"5428","SRLP","(SPRAGUE RESOURCES LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS)"
"5429","SRPT","(Sarepta Therapeutics)"
"5430","SRRK","(Scholar Rock Holding)"
"5431","SRT","(Startek)"
"5432","SRTS","(SENSUS HEALTHCARE INC. COMMON STOCK)"
"5433","SRV","(CUSHING MLP & INFRASTRUCTURE TOTAL RETURN FUND)"
"5434","SRZN","(SURROZEN INC. COMMON STOCK)"
"5435","SRZNW","(SURROZEN INC. WARRANT)"
"5436","SSB","(South State Corp)"
"5437","SSBI","(SUMMIT STATE BANK COMMON STOCK)"
"5438","SSBK","(Southern States Bancshares)"
"5439","SSD","(Simpson Manufacturing Co.)"
"5440","SSIC","(SILVER SPIKE INVESTMENT CORP. COMMON STOCK)"
"5441","SSKN","(STRATA SKIN SCIENCES INC. COMMON STOCK)"
"5442","SSL","(Sasol Limited)"
"5443","SSNC","(SS&C Technologies Holdings)"
"5444","SSNT","(SILVERSUN TECHNOLOGIES INC. COMMON STOCK)"
"5445","SSP","(E. W. Scripps Co)"
"5446","SSRM","(SSR Mining)"
"5447","SSSS","(SURO CAPITAL CORP. COMMON STOCK)"
"5448","SST","(System1)"
"5449","SSTI","(Shotspotter)"
"5450","SSTK","(Shutterstock)"
"5451","SSU","(SIGNA SPORTS UNITED N.V. ORDINARY SHARE)"
"5452","SSY","(SUNLINK HEALTH SYSTEMS INC. COMMON STOCK)"
"5453","SSYS","(Stratasys Inc (ISRAEL))"
"5454","ST","(Sensata Technologies Holding plc)"
"5455","STAA","(STAAR Surgical Company)"
"5456","STAB","(STATERA BIOPHARMA INC. COMMON STOCK)"
"5457","STAF","(STAFFING 360 SOLUTIONS INC. COMMON STOCK (DE))"
"5458","STAG","(STAG Industrial)"
"5459","STAR","(Istar Corp)"
"5460","STAR.D","(ISTAR INC. SERIES D CUMULATIVE REDEEMABLE PREFERRED STOCK)"
"5461","STAR.G","(ISTAR INC. SERIES G CUMULATIVE REDEEMABLE PREFERRED STOCK)"
"5462","STAR.I","(ISTAR INC. SERIES I CUMULATIVE REDEEMABLE PREFERRED STOCK)"
"5463","STBA","(S&t Bancorp)"
"5464","STC","(Stewart Information Svcs)"
"5465","STCN","(STEEL CONNECT INC. COMMON STOCK)"
"5466","STE","(STERIS plc)"
"5467","STEP","(StepStone Group)"
"5468","STER","(Sterling Check Corp. Common Stock)"
"5469","STET","(ST ENERGY TRANSITION I LTD. CLASS A ORDINARY SHARES)"
"5470","STEW","(SRH TOTAL RETURN FUND INC. COMMON STOCK)"
"5471","STG","(SUNLANDS TECHNOLOGY GROUP AMERICAN DEPOSITARY SHARES REPRESENTING CLASS A ORDINARY SHARES)"
"5472","STGW","(Stagwell)"
"5473","STIM","(NEURONETICS INC. COMMON STOCK)"
"5474","STK","(COLUMBIA SELIGMAN PREMIUM TECHNOLOGY GROWTH FUND INC)"
"5475","STKS","(THE ONE GROUP HOSPITALITY INC. COMMON STOCK)"
"5476","STLA","(Stellantis N.V.)"
"5477","STLD","(Steel Dynamics)"
"5478","STM","(STMicroelectronics N.V.)"
"5479","STN","(STANTEC INC COMMON STOCK)"
"5480","STNE","(StoneCo Ltd.)"
"5481","STNG","(Scorpio Tankers)"
"5482","STOK","(Stoke Therapeutics)"
"5483","STON","(STONEMOR INC. COMMON STOCK)"
"5484","STOR","(STORE Capital Corporation)"
"5485","STRA","(Strayer Education)"
"5486","STRC","(Sarcos Technology and Robotics)"
"5487","STRCW","(SARCOS TECHNOLOGY AND ROBOTICS CORPORATION WARRANTS)"
"5488","STRL","(Sterling Construction Co)"
"5489","STRM","(STREAMLINE HEALTH SOLUTIONS INC. COMMON STOCK)"
"5490","STRNW","(STRAN & COMPANY INC. WARRANT)"
"5491","STRO","(Sutro Biopharma)"
"5492","STRR","(STAR EQUITY HOLDINGS INC. COMMON STOCK)"
"5493","STRRP","(STAR EQUITY HOLDINGS INC. SERIES A CUMULATIVE PERPETUAL PREFERRED STOCK)"
"5494","STRS","(Stratus Properties)"
"5495","STRT","(STRATTEC SECURITY CORPORATION COMMON STOCK)"
"5496","STRY","(STARRY GROUP HOLDINGS INC. CLASS A COMMON STOCK)"
"5497","STSA","(Satsuma Pharmaceuticals)"
"5498","STSS","(SHARPS TECHNOLOGY INC. COMMON STOCK)"
"5499","STSSW","(SHARPS TECHNOLOGY INC. WARRANT)"
"5500","STT","(State Street)"
"5501","STT.D","(STATE STREET CORPORATION DEPOSITARY SHARES REPRESENTING 1/4000TH PERPETUAL PREFERRED SERIES D)"
"5502","STT.G","(STATE STREET CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/4000TH OWNERSHIP INTEREST IN A SHARE OF FIXED-TO-FLOATING RATE NON-CUMULATIVE)"
"5503","STTK","(Shattuck Labs)"
"5504","STVN","(Stevanato Group)"
"5505","STWD","(Starwood Property Trust)"
"5506","STX","(Seagate Technology)"
"5507","STXS","(Stereotaxis)"
"5508","STZ","(Constellation Brands)"
"5509","STZ.B","(CONSTELLATION BRANDS INC)"
"5510","SU","(Suncor Energy)"
"5511","SUI","(Sun Communities)"
"5512","SUM","(Summit Materials)"
"5513","SUMO","(Sumo Logic)"
"5514","SUN","(SUNOCO LP)"
"5515","SUNL","(Sunlight Financial)"
"5516","SUNW","(SUNWORKS INC. COMMON STOCK)"
"5517","SUP","(SUPERIOR INDUSTRIES INTERNATIONAL INC. COMMON STOCK (DE))"
"5518","SUPN","(Supernus Pharmaceuticals)"
"5519","SUPV","(Grupo Supervielle S.A.)"
"5520","SURF","(SURFACE ONCOLOGY INC. COMMON STOCK)"
"5521","SURG","(SURGEPAYS INC. COMMON STOCK)"
"5522","SURGW","(SURGEPAYS INC. WARRANT)"
"5523","SUZ","(Suzano S.A.)"
"5524","SVC","(Service Properties Trust)"
"5525","SVFA","(SVF INVESTMENT CORP. CLASS A ORDINARY SHARES)"
"5526","SVFAU","(SVF INVESTMENT CORP. UNIT)"
"5527","SVFAW","(SVF INVESTMENT CORP. WARRANT)"
"5528","SVFB","(SVF INVESTMENT CORP. 2 CLASS A ORDINARY SHARES)"
"5529","SVFD","(SAVE FOODS INC. COMMON STOCK)"
"5530","SVM","(Silvercorp Metals Inc. Common Shares)"
"5531","SVRA","(Savara)"
"5532","SVRE","(SAVERONE 2014 LTD. AMERICAN DEPOSITARY SHARES)"
"5533","SVREW","(SAVERONE 2014 LTD. WARRANT)"
"5534","SVT","(SERVOTRONICS INC. COMMON STOCK)"
"5535","SVVC","(FIRSTHAND TECHNOLOGY VALUE FUND INC. COMMON STOCK)"
"5536","SWAV","(Shockwave Medical)"
"5537","SWBI","(Smith & Wesson Brands)"
"5538","SWCH","(Switch)"
"5539","SWI","(Solar Winds Corp)"
"5540","SWIM","(Latham Group)"
"5541","SWIR","(Sierra Wireless)"
"5542","SWK","(Stanley Black & Decker)"
"5543","SWKH","(Swk)"
"5544","SWKS","(Skyworks Solutions)"
"5545","SWM","(Schweitzer-mauduit Intl)"
"5546","SWN","(SOUTHWESTERN ENERGY COMPANY)"
"5547","SWSS","(SPRINGWATER SPECIAL SITUATIONS CORP. COMMON STOCK)"
"5548","SWSSU","(SPRINGWATER SPECIAL SITUATIONS CORP. UNIT)"
"5549","SWSSW","(SPRINGWATER SPECIAL SITUATIONS CORP. WARRANT)"
"5550","SWT","(STANLEY BLACK & DECKER INC. CORPORATE UNIT)"
"5551","SWTX","(Springworks Therapeutics)"
"5552","SWVL","(SWVL HOLDINGS CORP CLASS A COMMON SHARES)"
"5553","SWVLW","(SWVL HOLDINGS CORP WARRANT)"
"5554","SWX","(Southwest Gas Holdings)"
"5555","SWZ","(SWISS HELVETIA FUND INC. (THE) COMMON STOCK)"
"5556","SXC","(Suncoke Energy)"
"5557","SXI","(Standex International)"
"5558","SXT","(Sensient Technologies Corporation)"
"5559","SXTC","(China SXT Pharmaceuticals)"
"5560","SY","(SO-YOUNG INTERNATIONAL INC. AMERICAN DEPOSITORY SHARES)"
"5561","SYBX","(SYNLOGIC INC. COMMON STOCK)"
"5562","SYF","(Synchrony Financial)"
"5563","SYK","(Stryker)"
"5564","SYM","(SYMBOTIC INC. CLASS A COMMON STOCK)"
"5565","SYN","(SYNTHETIC BIOLOGICS INC. COMMON STOCK)"
"5566","SYNA","(Synaptics Incorporated)"
"5567","SYNH","(Syneos Health)"
"5568","SYNL","(SYNALLOY CORPORATION COMMON STOCK)"
"5569","SYPR","(SYPRIS SOLUTIONS INC. COMMON STOCK)"
"5570","SYRS","(Syros Pharmaceuticals)"
"5571","SYTA","(Siyata Mobile)"
"5572","SYTAW","(SIYATA MOBILE INC. WARRANT)"
"5573","SYY","(Sysco)"
"5574","SZC","(CUSHING NEXTGEN INFRASTRUCTURE INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST)"
"5575","T","(AT&T)"
"5576","TA","(TravelCenters of America LLC)"
"5577","TAC","(TransAlta Corporation)"
"5578","TACT","(TRANSACT TECHNOLOGIES INCORPORATED COMMON STOCK)"
"5579","TAIT","(TAITRON COMPONENTS INCORPORATED CLASS A COMMON STOCK)"
"5580","TAK","(TAKEDA PHARMACEUTICAL COMPANY LIMITED AMERICAN DEPOSITARY SHARES (EACH REPRESENTING 1/2 OF A SHARE OF COMMON STOCK))"
"5581","TAL","(TAL Education Group)"
"5582","TALK","(TALKSPACE INC. COMMON STOCK)"
"5583","TALKW","(TALKSPACE INC. WARRANT)"
"5584","TALO","(Talos Energy)"
"5585","TALS","(Talaris Therapeutics)"
"5586","TANH","(TANTECH HOLDINGS LTD. COMMON SHARES)"
"5587","TAOP","(TAOPING INC. ORDINARY SHARES)"
"5588","TAP","(Molson Coors Brewing Company)"
"5589","TARA","(Protara Therapeutics)"
"5590","TARO","(Taro Pharmaceutical Industries Ltd.)"
"5591","TARS","(Tarsus Pharmaceuticals)"
"5592","TASK","(TaskUs)"
"5593","TAST","(Carrols Restaurant Group)"
"5594","TATT","(TAT TECHNOLOGIES LTD. ORDINARY SHARES)"
"5595","TAYD","(TAYLOR DEVICES INC. COMMON STOCK)"
"5596","TBBK","(Bancorp)"
"5597","TBCP","(THUNDER BRIDGE CAPITAL PARTNERS III INC. CLASS A COMMON STOCK)"
"5598","TBCPU","(THUNDER BRIDGE CAPITAL PARTNERS III INC. UNITS)"
"5599","TBCPW","(THUNDER BRIDGE CAPITAL PARTNERS III INC. WARRANT)"
"5600","TBI","(Trueblue)"
"5601","TBK","(Triumph Bancorp)"
"5602","TBKCP","(TRIUMPH BANCORP INC. DEPOSITARY SHARES EACH REPRESENTING A 1/40TH INTEREST IN A SHARE OF 7.125% SERIES C FIXED-RATE NON-CUMULATIVE PERPETUAL PREFERRED STOCK)"
"5603","TBLA","(Taboola.com Ltd. Ordinary Shares)"
"5604","TBLAW","(TABOOLA.COM LTD. WARRANT)"
"5605","TBLD","(THORNBURG INCOME BUILDER OPPORTUNITIES TRUST COMMON STOCK)"
"5606","TBLT","(TOUGHBUILT INDUSTRIES INC. COMMON STOCK)"
"5607","TBLTW","(TOUGHBUILT INDUSTRIES INC. WARRANT)"
"5608","TBNK","(Territorial Bancorp)"
"5609","TBPH","(Theravance Biopharma)"
"5610","TC","(TUANCHE LIMITED AMERICAN DEPOSITARY SHARES)"
"5611","TCBC","(TC BANCSHARES INC. COMMON STOCK)"
"5612","TCBI","(Texas Capital Bancshares)"
"5613","TCBK","(Trico Bancshares)"
"5614","TCBP","(TC BIOPHARM (HOLDINGS) PLC AMERICAN DEPOSITARY SHARES)"
"5615","TCBPW","(TC BIOPHARM (HOLDINGS) PLC WARRANTS)"
"5616","TCBS","(TEXAS COMMUNITY BANCSHARES INC. COMMON STOCK)"
"5617","TCBX","(THIRD COAST BANCSHARES INC. COMMON STOCK)"
"5618","TCDA","(Tricida)"
"5619","TCFC","(The Community Financial Corpor)"
"5620","TCI","(Transcontinental Realty)"
"5621","TCMD","(Tactile Systems Technology)"
"5622","TCN","(TRICON RESIDENTIAL INC. COMMON SHARES)"
"5623","TCOM","(Trip.com Group Limited)"
"5624","TCON","(TRACON PHARMACEUTICALS INC. COMMON STOCK)"
"5625","TCPC","(BLACKROCK TCP CAPITAL CORP. COMMON STOCK)"
"5626","TCRR","(Tcr2 Therapeutics)"
"5627","TCRT","(ALAUNOS THERAPEUTICS INC. COMMON STOCK)"
"5628","TCRX","(TScan Therapeutics)"
"5629","TCS","(The Container Store Group)"
"5630","TD","(Toronto Dominion Bank)"
"5631","TDC","(TERADATA CORPORATION)"
"5632","TDCX","(TDCX INC. AMERICAN DEPOSITARY SHARES EACH REPRESENTING ONE CLASS A ORDINARY SHARE)"
"5633","TDF","(TEMPLETON DRAGON FUND INC. COMMON STOCK)"
"5634","TDG","(TransDigm Group)"
"5635","TDOC","(Teladoc Health)"
"5636","TDS","(Telephone and Data Systems)"
"5637","TDUP","(ThredUp)"
"5638","TDW","(Tidewater)"
"5639","TDY","(Teledyne Technologies Incorporated)"
"5640","TEAF","(ECOFIN SUSTAINABLE AND SOCIAL IMPACT TERM FUND)"
"5641","TEAM","(Atlassian)"
"5642","TECH","(Bio-Techne Corporation)"
"5643","TECK","(Teck Resources Limited)"
"5644","TEDU","(TARENA INTERNATIONAL INC. AMERICAN DEPOSITARY SHARES)"
"5645","TEF","(Telefonica S.A.)"
"5646","TEI","(TEMPLETON EMERGING MARKETS INCOME FUND INC. COMMON STOCK)"
"5647","TEL","(TE Connectivity Ltd.)"
"5648","TELA","(Tela Bio)"
"5649","TELL","(Tellurian)"
"5650","TEN","(Tenneco)"
"5651","TENB","(Tenable Holdings)"
"5652","TENX","(TENAX THERAPEUTICS INC. COMMON STOCK)"
"5653","TEO","(TELECOM ARGENTINA SA)"
"5654","TER","(TERADYNE)"
"5655","TERN","(Terns Pharmaceuticals)"
"5656","TESS","(TESSCO TECHNOLOGIES INCORPORATED COMMON STOCK)"
"5657","TETC","(Tech & Energy Transition)"
"5658","TETCU","(TECH AND ENERGY TRANSITION CORPORATION UNIT)"
"5659","TETCW","(TECH AND ENERGY TRANSITION CORPORATION WARRANT)"
"5660","TEVA","(Teva Pharmaceutical Industries Ltd)"
"5661","TEX","(Terex)"
"5662","TFC","(TRUIST FINANCIAL CORPORATION)"
"5663","TFC.I","(TRUIST FINANCIAL CORPORATION DEPOSITARY SHARES)"
"5664","TFC.O","(TRUIST FINANCIAL CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/1000TH INTEREST IN A SHARE OF SERIES O NON-CUMULATIVE PERPETUAL PREFERRED STOCK)"
"5665","TFC.R","(TRUIST FINANCIAL CORPORATION DEPOSITARY SHARES EACH REPRESENTING 1/1000TH INTEREST IN A SHARE OF SERIES R NON-CUMULATIVE PERPETUAL PREFERRED STOCK)"
"5666","TFFP","(TFF PHARMACEUTICALS INC. COMMON STOCK)"
"5667","TFII","(TFI International Inc.)"
"5668","TFSL","(Tfs Financial)"
"5669","TFX","(Teleflex Inc)"
"5670","TG","(Tredegar)"
"5671","TGA","(TRANSGLOBE ENERGY CORPORATION ORDINARY SHARES (CANADA))"
"5672","TGAN","(TRANSPHORM INC. COMMON STOCK)"
"5673","TGB","(Taseko Mines Limited)"
"5674","TGH","(Textainer Group)"
"5675","TGI","(Triumph Group)"
"5676","TGLS","(Tecnoglass Inc.)"
"5677","TGNA","(TEGNA)"
"5678","TGS","(TRANSPORTADORA DE GAS DEL SUR SA TGS COMMON STOCK)"
"5679","TGT","(Target)"
"5680","TGTX","(TG Therapeutics)"
"5681","TH","(Target Hospitality Corp.)"
"5682","THC","(TENET HEALTHCARE CORPORATION)"
"5683","THCA","(TUSCAN HOLDINGS CORP. II COMMON STOCK)"
"5684","THCAW","(TUSCAN HOLDINGS CORP. II WARRANT)"
"5685","THCP","(THUNDER BRIDGE CAPITAL PARTNERS IV INC. CLASS A COMMON STOCK)"
"5686","THCPU","(THUNDER BRIDGE CAPITAL PARTNERS IV INC. UNIT)"
"5687","THCPW","(THUNDER BRIDGE CAPITAL PARTNERS IV INC. WARRANT)"
"5688","THFF","(First Financial)"
"5689","THG","(The Hanover Insurance Group)"
"5690","THM","(INTERNATIONAL TOWER HILL MINES LTD. ORDINARY SHARES (CANADA))"
"5691","THMO","(THERMOGENESIS HOLDINGS INC. COMMON STOCK)"
"5692","THNPY","(Partial Technip Energies)"
"5693","THO","(Thor Industries)"
"5694","THQ","(TEKLA HEALTHCARE OPPORTUNIES FUND SHARES OF BENEFICIAL INTEREST)"
"5695","THR","(Thermon Group)"
"5696","THRM","(Gentherm)"
"5697","THRN","(THORNE HEALTHTECH INC. COMMON STOCK)"
"5698","THRX","(THESEUS PHARMACEUTICALS INC. COMMON STOCK)"
"5699","THRY","(Thryv Holdings)"
"5700","THS","(TreeHouse Foods)"
"5701","THTX","(THERATECHNOLOGIES INC. COMMON SHARES)"
"5702","THW","(TEKLA WORLD HEALTHCARE FUND SHARES OF BENEFICIAL INTEREST)"
"5703","THWWW","(TARGET HOSPITALITY CORP. WARRANT EXPIRING 3/15/2024)"
"5704","TIGO","(Millicom International Cellular S.A. Common Stock)"
"5705","TIGR","(UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares)"
"5706","TIL","(Instil Bio)"
"5707","TILE","(Interface)"
"5708","TIMB","(TIM S.A. AMERICAN DEPOSITARY SHARES (EACH REPRESENTING 5 COMMON SHARES))"
"5709","TIOA","(Tio Tech A)"
"5710","TIOAW","(TIO TECH A WARRANTS)"
"5711","TIPT","(Tiptree)"
"5712","TIRX","(Tian Ruixiang Holdings)"
"5713","TISI","(Team)"
"5714","TITN","(Titan Machinery)"
"5715","TIXT","(TELUS International (Cda))"
"5716","TJX","(TJX Companies)"
"5717","TK","(TEEKAY CORPORATION COMMON STOCK)"
"5718","TKAT","(TAKUNG ART CO. LTD. COMMON STOCK)"
"5719","TKC","(TURKCELL ILETISIM HIZMETLERI AS COMMON STOCK)"
"5720","TKLF","(YOSHITSU CO. LTD AMERICAN DEPOSITARY SHARES)"
"5721","TKNO","(Alpha Teknova)"
"5722","TKR","(The Timken Company)"
"5723","TLIS","(Talis Biomedical)"
"5724","TLK","(Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk)"
"5725","TLS","(TELOS CORP)"
"5726","TLSA","(TIZIANA LIFE SCIENCES LTD. COMMON SHARES)"
"5727","TLYS","(Tilly's)"
"5728","TM","(TOYOTA MOTOR CORPORATION COMMON STOCK)"
"5729","TMBR","(TIMBER PHARMACEUTICALS INC. COMMON STOCK)"
"5730","TMC","(TMC THE METALS COMPANY INC. COMMON STOCK)"
"5731","TMCI","(Treace Medical Concepts)"
"5732","TMCWW","(TMC THE METALS COMPANY INC. WARRANTS)"
"5733","TMDI","(TITAN MEDICAL INC. ORDINARY SHARES)"
"5734","TMDX","(Transmedics Group)"
"5735","TME","(Tencent Music Entertainment Group)"
"5736","TMHC","(Taylor Morrison Home Corporation)"
"5737","TMO","(Thermo Fisher Scientific)"
"5738","TMP","(Tompkins Financial)"
"5739","TMQ","(TRILOGY METALS INC. COMMON STOCK)"
"5740","TMST","(Timkensteel Corp)"
"5741","TMUS","(T-MOBILE US)"
"5742","TNC","(Tennant)"
"5743","TNDM","(Tandem Diabetes Care)"
"5744","TNET","(TriNet Group)"
"5745","TNK","(TEEKAY TANKERS LTD.)"
"5746","TNL","(Travel + Leisure Co.)"
"5747","TNON","(TENON MEDICAL INC. COMMON STOCK)"
"5748","TNP","(TSAKOS ENERGY NAVIGATION LTD COMMON SHARES)"
"5749","TNP.E","(TSAKOS ENERGY NAVIGATION LTD SERIES E FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PERPETUAL PREFERRED SHARES PAR VALUE $1.00)"
"5750","TNP.F","(TSAKOS ENERGY NAVIGATION LTD SERIES F FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PERPETUAL PREFERRED SHARES PAR VALUE $1.00)"
"5751","TNXP","(TONIX PHARMACEUTICALS HOLDING CORP. COMMON STOCK)"
"5752","TNYA","(Tenaya Therapeutics)"
"5753","TOI","(THE ONCOLOGY INSTITUTE INC. COMMON STOCK)"
"5754","TOIIW","(THE ONCOLOGY INSTITUTE INC. WARRANT)"
"5755","TOL","(Toll Brothers)"
"5756","TOMZ","(TOMI ENVIRONMENTAL SOLUTIONS INC. COMMON STOCK)"
"5757","TOP","(ZHONG YANG FINANCIAL GROUP LIMITED ORDINARY SHARES)"
"5758","TOPS","(TOP SHIPS INC. COMMON STOCK)"
"5759","TOUR","(TUNIU CORPORATION AMERICAN DEPOSITARY SHARES)"
"5760","TOWN","(Towne Bank)"
"5761","TPB","(Turning Point Brands)"
"5762","TPC","(Tutor Perini)"
"5763","TPG","(TPG)"
"5764","TPGY","(TPG Pace Beneficial Finance)"
"5765","TPH","(Tri Pointe Homes)"
"5766","TPHS","(TRINITY PLACE HOLDINGS INC. COMMON STOCK)"
"5767","TPIC","(Tpi Composites)"
"5768","TPL","(Texas Pacific Land Corporation)"
"5769","TPR","(Tapestry)"
"5770","TPST","(TEMPEST THERAPEUTICS INC. COMMON STOCK)"
"5771","TPTX","(Turning Point Therapeutics)"
"5772","TPVG","(TRIPLEPOINT VENTURE GROWTH BDC)"
"5773","TPX","(Tempur Sealy International)"
"5774","TPZ","(TORTOISE POWER AND ENERGY INFRASTRUCTURE FUND INC COMMON STOCK)"
"5775","TR","(Tootsie Roll Industries)"
"5776","TRC","(Tejon Ranch)"
"5777","TRDA","(ENTRADA THERAPEUTICS INC. COMMON STOCK)"
"5778","TREE","(Lendingtree)"
"5779","TREX","(Trex Company)"
"5780","TRGP","(Targa Resources)"
"5781","TRHC","(Tabula Rasa Healthcare)"
"5782","TRI","(Thomson Reuters Corporation)"
"5783","TRIB","(TRINITY BIOTECH PLC AMERICAN DEPOSITARY SHARES)"
"5784","TRIN","(TRINITY CAPITAL INC. COMMON STOCK)"
"5785","TRIP","(TripAdvisor)"
"5786","TRKA","(Troika Media Group)"
"5787","TRKAW","(TROIKA MEDIA GROUP INC. WARRANT)"
"5788","TRMB","(Trimble)"
"5789","TRMD","(TORM plc Class A Common Stock)"
"5790","TRMK","(Trustmark)"
"5791","TRMR","(TREMOR INTERNATIONAL LTD. AMERICAN DEPOSITORY SHARES)"
"5792","TRN","(Trinity Industries)"
"5793","TRNO","(Terreno Realty Corporation)"
"5794","TRNS","(Transcat)"
"5795","TROO","(TROOPS INC. ORDINARY SHARES)"
"5796","TROW","(T. Rowe Price Group)"
"5797","TROX","(Tronox)"
"5798","TRP","(TC Energy Corporation)"
"5799","TRQ","(Turquoise Hill Resources Ltd)"
"5800","TRS","(Trimas)"
"5801","TRST","(Trustco Bank n)"
"5802","TRT","(TRIO-TECH INTERNATIONAL COMMON STOCK)"
"5803","TRTN","(Triton International Limited)"
"5804","TRTX","(Tpg Re Finance Trust)"
"5805","TRU","(TransUnion)"
"5806","TRUE","(Truecar)"
"5807","TRUP","(Trupanion)"
"5808","TRV","(The Travelers Companies)"
"5809","TRVG","(TRIVAGO N.V. AMERICAN DEPOSITARY SHARES)"
"5810","TRVI","(TREVI THERAPEUTICS INC. COMMON STOCK)"
"5811","TRVN","(TREVENA INC. COMMON STOCK)"
"5812","TRX","(TRX GOLD CORPORATION COMMON STOCK)"
"5813","TS","(Tenaris S.A.)"
"5814","TSAT","(TELESAT CORPORATION CLASS A COMMON SHARES AND CLASS B VARIABLE VOTING SHARES)"
"5815","TSBK","(Timberland Bancorp)"
"5816","TSCO","(Tractor Supply Company)"
"5817","TSE","(Trinseo Sa)"
"5818","TSEM","(Tower Semiconductor Ltd.)"
"5819","TSHA","(Taysha Gene Therapies)"
"5820","TSI","(TCW STRATEGIC INCOME FUND INC. COMMON STOCK)"
"5821","TSIB","(TISHMAN SPEYER INNOVATION CORP. II CLASS A COMMON STOCK)"
"5822","TSIBU","(TISHMAN SPEYER INNOVATION CORP. II UNIT)"
"5823","TSIBW","(TISHMAN SPEYER INNOVATION CORP. II WARRANT)"
"5824","TSLA","(Tesla Inc)"
"5825","TSM","(TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD.)"
"5826","TSN","(Tyson Foods)"
"5827","TSP","(TuSimple)"
"5828","TSQ","(TOWNSQUARE MEDIA INC. CLASS A COMMON STOCK)"
"5829","TSRI","(TSR INC. COMMON STOCK)"
"5830","TT","(Trane Technologies plc)"
"5831","TTC","(The Toro Company)"
"5832","TTD","(The Trade Desk)"
"5833","TTE","(TOTALENERGIES SE)"
"5834","TTEC","(Teletech)"
"5835","TTEK","(Tetra Tech)"
"5836","TTGT","(Techtarget)"
"5837","TTI","(TETRA TECHNOLOGIES INC. COMMON STOCK)"
"5838","TTM","(Tata Motors Limited)"
"5839","TTMI","(Ttm Technologies)"
"5840","TTNP","(TITAN PHARMACEUTICALS INC. COMMON STOCK)"
"5841","TTOO","(T2 BIOSYSTEMS INC. COMMON STOCK)"
"5842","TTP","(TORTOISE PIPELINE & ENERGY FUND INC. COMMON STOCK)"
"5843","TTSH","(TILE SHOP HOLDINGS INC. COMMON STOCK)"
